CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
11,FLV NACIONAIS,GENGIBRE,TUBERCULOS,24365.8,19.1453644042059%,Fev
11,FLV NACIONAIS,GENGIBRE,TUBERCULOS,26602,28.4062312608075%,Mar
05,FLV NACIONAIS,GENGIBRE,TUBERCULOS,27439.96,34.9926471831591%,Fev
05,FLV NACIONAIS,GENGIBRE,TUBERCULOS,27842.55,35.9017622308301%,Jan
09,FLV NACIONAIS,GENGIBRE,TUBERCULOS,28422.94,34.1471429767644%,Mar
04,FLV NACIONAIS,GENGIBRE,TUBERCULOS,33604.72,27.9779749689925%,Jan
05,FLV NACIONAIS,GENGIBRE,TUBERCULOS,34994.13,38.8933524565405%,Mar
04,FLV NACIONAIS,GENGIBRE,TUBERCULOS,39752.99,34.3696398434433%,Fev
10,FLV NACIONAIS,GENGIBRE,TUBERCULOS,41673.56,19.2993508593937%,Fev
10,FLV NACIONAIS,GENGIBRE,TUBERCULOS,42457.93,37.0446023393038%,Jan
10,FLV NACIONAIS,GENGIBRE,TUBERCULOS,43377.7,19.2239269716928%,Mar
04,FLV NACIONAIS,GENGIBRE,TUBERCULOS,53559.63,40.6313141072857%,Mar
05,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,-300,33.3333333333333%,Jan
04,SEGMENTO ORGANICOS,FRAMBOESA,FRUTAS/FRUTOS,-135,45.7666666666667%,Fev
13,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,15,33.3333333333333%,Fev
04,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,64,45.4078125%,Mar
04,SEGMENTO ORGANICOS,FRAMBOESA,FRUTAS/FRUTOS,89.3,51.0932250839866%,Mar
10,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,132.5,80.7626188679245%,Jan
13,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,133,-46.0824060150376%,Jan
13,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,195,33.3333333333333%,Mar
04,SEGMENTO ORGANICOS,FRAMBOESA,FRUTAS/FRUTOS,379.71,44.2751836928182%,Jan
10,FLV NACIONAIS,FRAMBOESA,FRUTAS/FRUTOS,1060,73.3403773584906%,Fev
04,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,15,54.449%,Mar
15,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,30,33.0333333333333%,Mar
24,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,39.96,97.4974974974975%,Jan
21,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,52.5,49.92%,Fev
24,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,60,65.6666666666667%,Fev
04,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,65.7,59.2587366818874%,Jan
05,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,90,33.3333333333333%,Mar
13,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,157.5,21.0132380952381%,Fev
05,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,162,44.4444444444444%,Abr
05,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,282,32.0330957446809%,Fev
05,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,295,68.1700169491525%,Jan
04,SEGMENTO ORGANICOS,FIGO,FRUTAS/FRUTOS,307.2,55.5167317708333%,Abr
13,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,321,28.3489096573209%,Mar
13,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,480,25%,Abr
13,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,597,58.4087102177554%,Jan
09,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,884.38,44.4840453198851%,Abr
09,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,926.02,38.1117135699013%,Fev
09,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,945.47,44.8049224195374%,Mar
09,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,1403.34,54.2011301609019%,Jan
04,SEGMENTO ORGANICOS,FIGO,FRUTAS/FRUTOS,2258.3,54.5377819598813%,Mar
04,SEGMENTO ORGANICOS,FIGO,FRUTAS/FRUTOS,2424.48,49.9751835445126%,Fev
04,SEGMENTO ORGANICOS,FIGO,FRUTAS/FRUTOS,2785.7,50.1546921779086%,Jan
10,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,5570,31.0407412926391%,Mar
10,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,7909,40.0005574661778%,Fev
10,FLV NACIONAIS,FIGO,FRUTAS/FRUTOS,11223.5,46.8086977324364%,Jan
13,FLV NACIONAIS,ERVILHA,LEGUMES,40,11.70565%,Fev
13,FLV NACIONAIS,ERVILHA,LEGUMES,150,-71.5666666666667%,Abr
04,FLV NACIONAIS,ERVILHA,LEGUMES,200.25,-13.1588064918851%,Fev
05,FLV NACIONAIS,ERVILHA,LEGUMES,210,0.691666666666657%,Jan
13,FLV NACIONAIS,ERVILHA,LEGUMES,465,26.4516129032258%,Jan
04,FLV NACIONAIS,ERVILHA,LEGUMES,881.5,6.88981735677821%,Jan
10,FLV NACIONAIS,DEKOPON,FRUTAS/FRUTOS,1056,60.2272727272727%,Mar
10,FLV NACIONAIS,DEKOPON,FRUTAS/FRUTOS,1108.8,43.1818181818182%,Fev
15,FLV NACIONAIS,CUPUACU,FRUTAS/FRUTOS,180,33.3333333333333%,Fev
09,FLV NACIONAIS,CUPUACU,FRUTAS/FRUTOS,298,35.7578288590604%,Mar
09,FLV NACIONAIS,CUPUACU,FRUTAS/FRUTOS,572.16,39.7728974412752%,Abr
10,FLV NACIONAIS,CUPUACU,FRUTAS/FRUTOS,968,22.969583677686%,Fev
10,FLV NACIONAIS,CUPUACU,FRUTAS/FRUTOS,1518,9.19007048748353%,Jan
13,SEGMENTO ORGANICOS,COUVE FLOR,VERDURAS,4,22.60925%,Jan
13,FLV NACIONAIS,COUVE FLOR,LEGUMES - ORGANICOS,7,50%,Mar
13,SEGMENTO ORGANICOS,COUVE FLOR,VERDURAS,13,29.1826923076923%,Fev
13,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,37.5,53.3333333333333%,Abr
09,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,42.3,58.628841607565%,Mar
24,FLV NACIONAIS,COUVE FLOR,VERDURAS,46,-78.9565217391305%,Mar
04,FLV NACIONAIS,COUVE FLOR,LEGUMES - ORGANICOS,68,53.4416911764706%,Fev
21,FLV NACIONAIS,COUVE FLOR,VERDURAS,89,35.9550561797753%,Jan
11,FLV NACIONAIS,COUVE FLOR,VERDURAS,90,22.4%,Abr
04,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,266.53,54.4123550819795%,Abr
11,FLV NACIONAIS,COUVE FLOR,VERDURAS,275,34.7454545454545%,Fev
11,FLV NACIONAIS,COUVE FLOR,VERDURAS,370,21.8678918918919%,Mar
11,FLV NACIONAIS,COUVE FLOR,VERDURAS,445,35.4741573033708%,Jan
09,FLV NACIONAIS,COUVE FLOR,VERDURAS,977.7,32.0650506290273%,Mar
23,FLV NACIONAIS,COUVE FLOR,VERDURAS,1236.7,24.5983658122423%,Jan
04,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,1311.53,55.8455376544951%,Jan
21,FLV NACIONAIS,COUVE FLOR,VERDURAS,1362.2,-2.61931067390986%,Fev
02,FLV NACIONAIS,COUVE FLOR,VERDURAS,1520,14.2105263157895%,Fev
09,FLV NACIONAIS,COUVE FLOR,VERDURAS,1592.26,17.8380974212754%,Fev
10,FLV NACIONAIS,COUVE FLOR,VERDURAS,1703.1,23.8616605014386%,Abr
13,FLV NACIONAIS,COUVE FLOR,VERDURAS,1751.25,12.0038264097073%,Abr
04,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,1860.69,55.2477801245774%,Mar
13,FLV NACIONAIS,COUVE FLOR,VERDURAS,2955.08,1.26077534279949%,Jan
04,SEGMENTO ORGANICOS,COUVE FLOR,LEGUMES - ORGANICOS,3124.35,54.0184579192472%,Fev
05,FLV NACIONAIS,COUVE FLOR,VERDURAS,4264.1,22.8404235360334%,Abr
13,FLV NACIONAIS,COUVE FLOR,VERDURAS,4784.25,0.920816010868986%,Fev
04,FLV NACIONAIS,COUVE FLOR,VERDURAS,4977.05,34.0735176459951%,Abr
09,FLV NACIONAIS,COUVE FLOR,VERDURAS,5638.58,35.6173414228405%,Jan
13,FLV NACIONAIS,COUVE FLOR,VERDURAS,5717.5,18.0004285089637%,Mar
10,FLV NACIONAIS,COUVE FLOR,VERDURAS,6842.39,34.9189160512628%,Jan
10,FLV NACIONAIS,COUVE FLOR,VERDURAS,7784.87,30.1065407643287%,Fev
10,FLV NACIONAIS,COUVE FLOR,VERDURAS,8691.34,34.4790998856333%,Mar
05,FLV NACIONAIS,COUVE FLOR,VERDURAS,10970.3,28.2269016344129%,Jan
05,FLV NACIONAIS,COUVE FLOR,VERDURAS,16532.7,19.333853212119%,Fev
04,FLV NACIONAIS,COUVE FLOR,VERDURAS,20840.07,36.3500147552287%,Jan
05,FLV NACIONAIS,COUVE FLOR,VERDURAS,22432.7,23.7300669558278%,Mar
04,FLV NACIONAIS,COUVE FLOR,VERDURAS,24442.9,33.0456165594099%,Fev
04,FLV NACIONAIS,COUVE FLOR,VERDURAS,36838.04,32.007397896305%,Mar
13,SEGMENTO ORGANICOS,COUVE,VERDURAS,8.4,28.5714285714286%,Mar
10,FLV NACIONAIS,COUVE,VERDURAS,22.4,46.4285714285714%,Jan
13,SEGMENTO ORGANICOS,COUVE,VERDURAS - ORGANICAS,58,37.9310344827586%,Fev
11,FLV NACIONAIS,COUVE,VERDURAS,309.5,44.8400646203554%,Abr
13,FLV NACIONAIS,COUVE,VERDURAS,825.3,12.443959772204%,Abr
11,FLV NACIONAIS,COUVE,VERDURAS,920,51.5%,Jan
11,FLV NACIONAIS,COUVE,VERDURAS,945.5,49.9354838709677%,Fev
11,FLV NACIONAIS,COUVE,VERDURAS,1384,44.1184472543353%,Mar
13,FLV NACIONAIS,COUVE,VERDURAS,2292.6,12.9503620343715%,Mar
13,FLV NACIONAIS,COUVE,VERDURAS,2655.9,10.817607214127%,Jan
13,FLV NACIONAIS,COUVE,VERDURAS,2853.3,12.743139522658%,Fev
10,FLV NACIONAIS,COGUMELO,LEGUMES,-47.5,26.3157894736842%,Mar
04,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,-21.38,34.0469130028064%,Jan
09,FLV NACIONAIS,COGUMELO,FRUTAS/FRUTOS,-12.5,76.87328%,Mar
15,FLV NACIONAIS,COGUMELO,LEGUMES,30,35.9%,Fev
04,FLV NACIONAIS,COGUMELO,LEGUMES,35.3,34.8279886685552%,Jan
09,FLV NACIONAIS,COGUMELO,LEGUMES,62.5,24.3408%,Mar
10,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,62.5,20%,Mar
09,FLV NACIONAIS,COGUMELO,FRUTAS/FRUTOS,75,45.3322%,Fev
13,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,77.5,47.7525677419355%,Abr
09,FLV NACIONAIS,COGUMELO,FRUTAS/FRUTOS,87.5,45.3322057142857%,Jan
09,FLV NACIONAIS,COGUMELO,LEGUMES,125,46.7456%,Jan
11,FLV NACIONAIS,COGUMELO,LEGUMES,133,14.6616541353383%,Jan
10,FLV NACIONAIS,COGUMELO,LEGUMES,139.5,44.571770609319%,Jan
05,FLV NACIONAIS,COGUMELO,LEGUMES,204,38.6274509803922%,Fev
09,FLV NACIONAIS,COGUMELO,FRUTAS/FRUTOS,220.96,38.3510544895004%,Abr
13,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,277.5,44.700590990991%,Fev
15,FLV NACIONAIS,COGUMELO,LEGUMES,335,33.0180895522388%,Mar
10,FLV NACIONAIS,COGUMELO,LEGUMES,370.5,29.3927125506073%,Fev
13,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,387.5,47.7225780645161%,Jan
04,SEGMENTO ORGANICOS,COGUMELO,LEGUMES,389.84,61.9694951775087%,Abr
05,FLV NACIONAIS,COGUMELO,LEGUMES,396,34.0909090909091%,Mar
13,SEGMENTO ORGANICOS,COGUMELO,LEGUMES - ORGANICOS,400.5,45.3380424469413%,Mar
09,FLV NACIONAIS,COGUMELO,LEGUMES,445.42,22.2326119168425%,Abr
05,FLV NACIONAIS,COGUMELO,LEGUMES,1014,42.577909270217%,Jan
13,FLV NACIONAIS,COGUMELO,LEGUMES,2285.5,12.9512093633778%,Abr
04,SEGMENTO ORGANICOS,COGUMELO,LEGUMES,2336.53,37.561726577446%,Jan
13,FLV NACIONAIS,COGUMELO,LEGUMES,2341.8,26.0481420275002%,Fev
04,SEGMENTO ORGANICOS,COGUMELO,LEGUMES,2624.7,42.7379910084962%,Mar
13,FLV NACIONAIS,COGUMELO,LEGUMES,3056.5,34.6313345329625%,Mar
04,SEGMENTO ORGANICOS,COGUMELO,LEGUMES,3559,40.3119039055915%,Fev
13,FLV NACIONAIS,COGUMELO,LEGUMES,3853.1,14.83103085827%,Jan
13,FLV NACIONAIS,COENTRO,VERDURAS,4.2,28.5714285714286%,Jan
13,FLV NACIONAIS,COENTRO,VERDURAS,4.2,28.5714285714286%,Fev
13,FLV NACIONAIS,COENTRO,VERDURAS,6.3,12.6984126984127%,Abr
23,FLV NACIONAIS,COENTRO,VERDURAS,40,52.5%,Fev
23,FLV NACIONAIS,COENTRO,VERDURAS,56,48.2142857142857%,Jan
13,FLV NACIONAIS,COENTRO,VERDURAS,60.9,14.9241871921182%,Mar
11,FLV NACIONAIS,COENTRO,VERDURAS,100.5,42.089552238806%,Abr
13,FLV NACIONAIS,COENTRO,TEMPEROS,281.4,16.4179104477612%,Jan
11,FLV NACIONAIS,COENTRO,VERDURAS,335,42.089552238806%,Jan
13,FLV NACIONAIS,COENTRO,TEMPEROS,540,11.1111111111111%,Abr
11,FLV NACIONAIS,COENTRO,VERDURAS,984,42.8252032520325%,Fev
13,FLV NACIONAIS,COENTRO,TEMPEROS,1071,19.8646115779645%,Fev
11,FLV NACIONAIS,COENTRO,VERDURAS,1203.5,41.7199833818031%,Mar
13,FLV NACIONAIS,COENTRO,TEMPEROS,1998,13.6986986986987%,Mar
10,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,-578.8,1.97406530753282%,Abr
13,SEGMENTO ORGANICOS,COCO,FRUTAS/FRUTOS,44.2,40.0666063348416%,Mar
13,SEGMENTO ORGANICOS,COCO,FRUTAS/FRUTOS,92.5,15.3218702702703%,Jan
16,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,110,27.2727272727273%,Abr
13,FLV IMPORTADOS,COCO,FRUTAS/FRUTOS,141,23.6564326241135%,Jan
13,SEGMENTO ORGANICOS,COCO,FRUTAS/FRUTOS,214.5,28.0634965034965%,Fev
16,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,264,12.8471893939394%,Jan
24,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,419.6,37.7457936129647%,Abr
24,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,423,14.0891489361702%,Fev
16,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,533,26.8292682926829%,Fev
23,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,544.95,17.8954876594183%,Fev
23,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,554.7,30.2830358752479%,Abr
21,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,688,41.214363372093%,Fev
02,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,805,14.648500621118%,Abr
21,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,807,17.8715092936803%,Jan
24,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,891.05,31.7313820773245%,Mar
23,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,1234.87,19.2810085272134%,Jan
23,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,1324.4,12.8177189670794%,Mar
16,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,1509,34.3803843605037%,Mar
15,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,1964.4,19.5214650783955%,Abr
02,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,2007.68,18.5861317540644%,Jan
02,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,2206,26.8613436083409%,Mar
11,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,4605.08,19.4954908492361%,Abr
04,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,5150.85,39.3266812273703%,Abr
05,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,5678.9,37.0764244836148%,Abr
02,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,6581,18.927241756572%,Fev
09,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,8852.92,40.8998646774172%,Abr
15,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,13082.9,23.8390442485993%,Fev
11,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,17129.96,22.0384838026475%,Mar
15,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,17308.5,28.9615602160788%,Jan
11,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,17664.77,26.8189272206771%,Jan
11,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,18226.84,26.4908875592258%,Fev
04,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,21929.08,38.4484994354528%,Fev
05,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,23370.31,35.5159333787185%,Mar
04,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,24748.4,33.6705051639702%,Jan
04,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,27363.5,40.3744735870776%,Mar
05,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,29253.4,35.7184675285608%,Jan
13,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,31848.5,26.934584988304%,Abr
09,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,32638.65,40.7172238741493%,Fev
09,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,36326.86,40.658666039399%,Jan
15,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,39862.4,22.6916976398812%,Mar
05,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,42976.54,26.2609773146%,Fev
09,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,48697.82,40.4965992112172%,Mar
13,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,97545.35,29.4570897126311%,Fev
13,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,105015.35,31.0418596138565%,Mar
13,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,113970.04,23.4807668839987%,Jan
10,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,145456.9,41.3475803829176%,Mar
10,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,174180.22,35.9721810719954%,Fev
10,FLV NACIONAIS,COCO,FRUTAS/FRUTOS,250333.9,34.352726326718%,Jan
05,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,-11.4,3.50877192982456%,Mar
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,8.25,9.80593939393939%,Jan
05,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,22.8,3.50877192982455%,Fev
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,22.8,3.50877192982456%,Abr
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,27.25,26.1292844036697%,Fev
05,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,31.2,28.8461538461538%,Jan
04,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,33.75,55.1991111111111%,Abr
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,34.2,3.50877192982457%,Fev
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,34.2,3.50877192982457%,Mar
10,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,50.25,32.2388059701493%,Mar
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,71.75,-1.3014355400697%,Abr
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,87,32.3327126436782%,Abr
02,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,98.5,45.8546192893401%,Abr
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,110.25,53.7704217687075%,Mar
04,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,119.62,15.2475505768266%,Fev
13,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,135.58,51.0063504941732%,Abr
15,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,145.2,-43.9393939393939%,Abr
04,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,153,32.9001176470588%,Jan
04,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,199.55,51.4565171636181%,Mar
24,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,215,-20.5581395348837%,Abr
15,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,306.54,39.1025641025641%,Fev
09,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,355.32,34.903748733536%,Mar
19,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,452.34,67.2237697307335%,Mar
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,477.6,4.13128559463987%,Fev
11,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,493,33.7820405679513%,Abr
15,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,508,44.2273622047244%,Mar
24,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,520,-72.4759615384616%,Fev
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,542.72,1.82138671875001%,Mar
15,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,793.8,20.6349206349206%,Jan
02,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,975.8,27.9565484730478%,Mar
13,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,992.65,-20.0790621064826%,Jan
13,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,1046.46,-13.3209573227835%,Jan
24,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,1130,9.73451327433629%,Jan
02,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,1283.8,17.4326219037233%,Jan
23,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,1384,25.0674544797688%,Jan
24,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,1407,-55.4212686567164%,Mar
13,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,1582.51,-6.68122476319264%,Fev
02,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,2545.8,33.5053389897085%,Fev
11,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,2754.6,25.9420605532564%,Mar
13,SEGMENTO ORGANICOS,CHUCHU,FRUTAS/FRUTOS - ORGANICOS,2793.23,58.6148337229659%,Mar
11,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,3818.25,30.5299278465266%,Fev
11,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,4431,20.7586109230422%,Jan
10,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,4527.7,42.5382774918833%,Abr
16,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,5350.6,15.262023324487%,Jan
09,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,7155.01,1.42744748085605%,Abr
21,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,7634,22.5215123133351%,Fev
21,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,7867.23,26.6238848997678%,Jan
04,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,11354.33,24.4610515107453%,Abr
10,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,14405.27,19.0622023051286%,Mar
10,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,18803.37,26.3773255006948%,Fev
10,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,19060.49,24.755033370076%,Jan
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,22907.93,25.2498239256013%,Abr
09,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,40542.85,16.1948578109334%,Mar
04,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,57145.81,25.3407044890955%,Jan
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,70041.42,13.8477657506089%,Fev
09,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,74525.74,8.03138091617732%,Fev
04,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,78941.6799999996,30.0741333222194%,Mar
04,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,85576.0099999998,25.8330153976565%,Fev
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,101171.61,30.7901880774657%,Jan
09,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,101426.04,18.807768557266%,Jan
05,FLV NACIONAIS,CHUCHU,FRUTAS/FRUTOS,108596.65,18.906430879774%,Mar
04,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-1178.67,108.08695393961%,Jan
10,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-718.68,27.3704750375689%,Jan
10,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-688.5,26.7614698620189%,Fev
05,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-653.12,72.280783010779%,Jan
13,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-360,32.3436%,Fev
23,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-227,361.447449339207%,Jan
09,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-195.14,408.310223429333%,Jan
13,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-158,1.88270253164561%,Jan
04,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-72.5,20.8092965517241%,Fev
05,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,-58.2,38.9958419243986%,Fev
23,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,15.7,2.74031847133757%,Fev
16,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,35.4,-22.0338983050848%,Jan
21,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,300,29.2278966666667%,Jan
15,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,403.7,5.82812484518208%,Jan
02,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,525,13.7090361904762%,Jan
11,FLV NACIONAIS,CEREJA,FRUTAS/FRUTOS,7884.2,-11.2440114406027%,Jan
12,FLV IMPORTADOS,CEREJA,FRUTAS/FRUTOS,20524,-90.5405353732216%,Jan
13,FLV NACIONAIS,CEREFOLIO,FRUTAS/FRUTOS,520,11.5384615384615%,Mar
21,FLV NACIONAIS,CENOURA,TUBERCULOS,-13006.75,27.2884236261941%,Fev
