CODFILIAL,SEGMENTO,CATEGORIA,CATEGORIA2,FATURAMENTO,MARGEM,Mes
13,FLV NACIONAIS,LICHIA,FRUTAS/FRUTOS,4799,36.2669562408835%,Jan
21,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,-591.5,15.0973896872358%,Mar
05,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,13.2,-218.181818181818%,Fev
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS,18,20.7804444444445%,Fev
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS,19.8,19.1672222222222%,Jan
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,32,24.538875%,Abr
09,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,40.68,31.1701081612586%,Jan
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,49.5,29.2929292929293%,Jan
10,FLV NACIONAIS,LARANJA,VERDURAS,61.2,-30.0088235294117%,Abr
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,61.74,48.5861030126336%,Abr
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS,75,16.6666666666667%,Mar
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,79.2,29.2929292929293%,Abr
12,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,80,23.2549%,Abr
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,90,19.3849222222222%,Jan
24,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,110,23.3763636363636%,Abr
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS,118,31.0369406779661%,Jan
10,FLV NACIONAIS,LARANJA,VERDURAS,122.4,29.069362745098%,Jan
10,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,159,20.377358490566%,Mar
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,161.2,39.8348076923077%,Fev
05,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,161.5,26.3157894736842%,Jan
10,FLV NACIONAIS,LARANJA,VERDURAS,183.6,15.2552995642702%,Fev
10,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,208.5,12.9136690647482%,Fev
10,FLV NACIONAIS,LARANJA,VERDURAS,244.8,9.12863970588236%,Mar
21,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,250,40.876432%,Jan
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,355.9,29.1935937060972%,Mar
09,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,376.95,34.8162886324446%,Mar
10,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,391.5,11.8773946360153%,Jan
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,579.05,38.5429600207236%,Mar
16,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,592.5,20.7162008438819%,Abr
12,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,625,23.8911344%,Jan
23,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,673.5,9.57745063103193%,Abr
10,FLV NACIONAIS,LARANJA,TUBERCULOS,678,12.7828171091446%,Abr
13,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,1350,-6.49034296296296%,Jan
19,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,1389.6,41.7832469775475%,Mar
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,2086.29,30.2273519021804%,Abr
10,FLV NACIONAIS,LARANJA,TUBERCULOS,2174,33.9934149034039%,Jan
01,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,2500,3.05460479999999%,Jan
10,FLV NACIONAIS,LARANJA,TUBERCULOS,3008,25.9225106382979%,Fev
10,FLV NACIONAIS,LARANJA,TUBERCULOS,3246,24.029191004313%,Mar
12,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,3355,-2.33202026825636%,Fev
02,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,3789.05,26.1736453728507%,Abr
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS,4080,32.9277683823529%,Fev
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,5497.2,2.40400240122243%,Jan
24,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,6614.55,8.70542652183446%,Jan
23,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,9638.29,26.458531544496%,Jan
02,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,9894.4,19.8136169954722%,Jan
24,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,10079.71,-68.6848546237937%,Mar
24,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,13002,-21.3646259037071%,Fev
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,13197.32,34.9597935793024%,Mar
16,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,13879.3,8.505494801611%,Fev
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,15229.8,22.2810529356919%,Jan
15,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,18721.75,25.0106458530853%,Abr
23,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,20897.28,13.210243629793%,Mar
02,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,23794.06,26.6291898482226%,Mar
02,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,23845.8,18.166963490426%,Fev
16,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,28981,16.5195650253614%,Mar
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,30807.04,24.7324358977688%,Abr
23,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,30908.2,13.32433742502%,Fev
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,32069.08,36.1279957516711%,Mar
15,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,39275.4,24.7658056697068%,Jan
09,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,41472.82,29.3414437455664%,Abr
16,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,46347.67,25.8150834982643%,Jan
12,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,46645,18.8148367241934%,Mar
13,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,52003.21,42.3038265714751%,Fev
15,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,67963.7,28.6871173876643%,Fev
15,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,70615.75,27.3612593224599%,Mar
21,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,76536.15,3.28540788895182%,Fev
03,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,91200,0%,Abr
04,SEGMENTO ORGANICOS,LARANJA,FRUTAS/FRUTOS - ORGANICOS,98019.22,32.3688335410137%,Fev
11,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,103617.51,21.8303863121204%,Abr
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,122490.35,21.7318559625309%,Fev
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,132414.3,16.3556105118555%,Jan
13,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,147179.75,18.9604781160452%,Mar
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,148213.51,26.5226139506446%,Abr
21,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,148549.68,15.0856442571939%,Jan
04,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,154317.04,25.2352213339499%,Abr
03,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,163712,0%,Jan
12,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,173600,22.1564493894009%,Abr
10,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,177641.14,40.5301470650323%,Abr
03,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,189696,0%,Mar
03,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,230400,0%,Fev
09,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,236629.340000001,29.4823159545645%,Fev
11,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,243504.27,22.8840732977702%,Jan
09,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,256856.91,28.1019142564629%,Mar
09,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,263082.52,29.9940887026626%,Jan
11,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,263968.8,23.5289029839892%,Fev
11,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,423970.990000001,18.7895244412833%,Mar
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,542358.28,32.4561847603764%,Fev
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,564859.99,32.5232668895526%,Jan
04,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,642831.08,30.0480481715351%,Jan
10,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,647192.99,31.8905907865288%,Mar
10,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,656258.75,23.3553613647056%,Fev
05,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,672328.6,29.802502343348%,Mar
04,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,699989.15,30.8638702271315%,Fev
12,FLV IMPORTADOS,LARANJA,FRUTAS/FRUTOS,782950.8,11.2950012210217%,Jan
10,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,797052.93,24.042988300664%,Jan
04,FLV NACIONAIS,LARANJA,FRUTAS/FRUTOS,824411.109999999,28.4427558357382%,Mar
21,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,-249,35.0770803212851%,Mar
23,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,22,-98.9838181818182%,Mar
23,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,24.5,11.8218775510204%,Fev
13,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS - ORGANICOS,40,8.32390000000001%,Jan
10,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,126,42.8571428571429%,Fev
13,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,230.26,46.541040562842%,Abr
16,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,270.1,-57.7689374305813%,Jan
10,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,315,36.1904761904762%,Jan
24,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,368.4,-1054.18960640608%,Abr
23,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,404.1,3.06548379114081%,Jan
19,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,536.16,-6.08773500447628%,Mar
24,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,947.97,-86.4577296749897%,Fev
21,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,982,34.3633391038697%,Fev
24,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,1166.93,46.6664761382431%,Jan
12,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,1280,-245.7417359375%,Mar
02,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,1472.91,36.263283567903%,Abr
15,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,1661.4,-22.3758173829301%,Jan
21,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,2490,32.8834674698795%,Jan
13,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,3501,20.1614467295059%,Fev
15,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,3801.9,3.96539467108551%,Fev
24,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,4247.1,-66.4944225471498%,Mar
13,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,4337,30.7157087848743%,Mar
13,SEGMENTO ORGANICOS,KIWI,FRUTAS/FRUTOS - ORGANICOS,6495,20.8830281755196%,Jan
15,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,9430.38,15.380881894473%,Mar
01,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,14300,10%,Jan
02,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,15318.59,25.5505500179847%,Fev
02,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,15726.9,19.4216377671379%,Jan
04,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,16048.7,6.44751543738745%,Abr
09,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,16958.16,26.7507703665964%,Abr
05,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,17641.4,50.3395496956024%,Abr
01,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,18900,12.8648858201058%,Fev
13,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,18984.47,28.3666071267726%,Abr
10,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,31492.28,38.5788993683531%,Abr
13,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,31616.34,18.3434904862486%,Fev
11,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,32289.01,30.2348109465109%,Abr
02,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,33481.32,24.4801334296259%,Mar
13,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,34398.17,20.796987950231%,Jan
01,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,34650,39.2927446176046%,Mar
01,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,42660,12.4272060009377%,Jan
09,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,53588.6899999999,31.1407285940371%,Fev
12,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,54765.74,-256.648756722725%,Abr
01,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,63855,1.27021777464568%,Fev
09,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,69568.9800000001,29.830881277834%,Jan
04,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,71754.41,21.0436977044337%,Jan
13,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,76270.31,22.0223746697765%,Mar
05,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,84416.77,36.1956789628412%,Jan
04,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,92521.9799999998,26.6291768615414%,Fev
05,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,97935.59,30.8207059660334%,Fev
04,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,106816.89,25.3535964864733%,Mar
05,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,110691.66,29.7079293417409%,Mar
09,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,116529.98,21.4072763077794%,Mar
10,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,125567.58,37.4623321083357%,Mar
11,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,138658.23,19.7751226306582%,Fev
11,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,150586.52,17.8474985078345%,Jan
11,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,162070.43,21.0286862261056%,Mar
10,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,197485.76,32.0049902028378%,Jan
10,FLV NACIONAIS,KIWI,FRUTAS/FRUTOS,217561.7,35.9001785838225%,Fev
12,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,557701.23,4.54762763926488%,Jan
12,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,763283.44,20.1080357160637%,Fev
12,FLV IMPORTADOS,KIWI,FRUTAS/FRUTOS,817066,23.3315775726807%,Mar
24,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,32,-337.5%,Mar
09,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,90,27.7688888888889%,Mar
24,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,100,46.2%,Jan
21,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,158.4,21.9802146464646%,Jan
04,SEGMENTO ORGANICOS,KINKAN,FRUTAS/FRUTOS,181.19,39.9442574093493%,Mar
04,SEGMENTO ORGANICOS,KINKAN,FRUTAS/FRUTOS,206,26.4672330097087%,Jan
04,SEGMENTO ORGANICOS,KINKAN,FRUTAS/FRUTOS,307,79.4723127035831%,Fev
24,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,354,51.4124293785311%,Fev
09,FLV NACIONAIS,KINKAN,FRUTAS/FRUTOS,410,20.7219512195122%,Abr
11,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,28,14.2857142857143%,Abr
05,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,35,19.9317714285714%,Jan
11,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,36,-8.33333333333333%,Fev
11,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,41,12.1951219512195%,Mar
13,SEGMENTO ORGANICOS,JILO,FRUTAS/FRUTOS - ORGANICOS,48,22.53725%,Jan
02,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,174,8.04597701149426%,Fev
10,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,177,54.2467344632769%,Jan
13,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,252,19.2301587301587%,Abr
04,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,378.06,22.0374173411628%,Abr
09,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,640.1,29.1582518356507%,Fev
10,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,642.2,59.5141700404858%,Fev
10,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,839.8,52.4931340795428%,Mar
04,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,868.23,32.2920355205418%,Fev
04,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,975.58,33.5851339715862%,Mar
09,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,1777,29.8766522228475%,Jan
04,FLV NACIONAIS,JILO,FRUTAS/FRUTOS,1788.16,28.1799296483537%,Jan
11,FLV NACIONAIS,JACA,FRUTAS/FRUTOS,92,40.2173913043478%,Jan
09,FLV NACIONAIS,JACA,FRUTAS/FRUTOS,272.36,44.1964054927302%,Jan
15,FLV NACIONAIS,JACA,FRUTAS/FRUTOS,387.4,63.8616417139907%,Fev
11,FLV NACIONAIS,JACA,FRUTAS/FRUTOS,390,59.3333333333333%,Fev
15,FLV NACIONAIS,JABUTICABA,FRUTAS/FRUTOS,414.5,71.0494571773221%,Fev
04,SEGMENTO ORGANICOS,GRAVIOLA,FRUTAS/FRUTOS,79.61,28.3233136540636%,Jan
10,FLV NACIONAIS,GRAVIOLA,FRUTAS/FRUTOS,484.2,59.7931557207766%,Fev
10,FLV NACIONAIS,GRAVIOLA,FRUTAS/FRUTOS,807,49.5485935563817%,Jan
10,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,-630.5,18.3046597938144%,Fev
13,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,404.8,51.4691057312253%,Fev
04,SEGMENTO ORGANICOS,GRAPEFRUIT,FRUTAS/FRUTOS,714,29.3254901960784%,Jan
13,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,1091.25,39.4883647193585%,Mar
13,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,1311.2,54.6694447834045%,Jan
10,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,2451,50.8771929824561%,Mar
10,FLV NACIONAIS,GRAPEFRUIT,FRUTAS/FRUTOS,11055,48.7513740388964%,Jan
15,FLV NACIONAIS,GRANADILLA,FRUTAS/FRUTOS,170.9,21.0064365125805%,Fev
04,SEGMENTO ORGANICOS,GRANADILLA,FRUTAS/FRUTOS,740,66.1459459459459%,Jan
21,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,-105,53.6768476190472%,Mar
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,24,17.9422083333333%,Jan
23,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,42,35.7142857142857%,Mar
10,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,60,17%,Mar
23,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,86,16.2588953488372%,Fev
23,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,90,31.6666666666667%,Jan
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,96,16.6314270833333%,Mar
24,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,136.98,41.7433201927289%,Jan
13,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,155,7.05896129032259%,Abr
15,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,292,44.4738869863014%,Jan
19,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,312,-23.3846153846154%,Mar
24,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,344.89,50.2740004059265%,Fev
21,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,425.9,18.8414040854661%,Jan
24,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,594.91,-26.7742885478475%,Abr
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,727,39.7581237964236%,Abr
13,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,815,17.5608196319018%,Jan
23,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,895.2,27.0554066130474%,Abr
21,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,1100.1,66.3596982092537%,Fev
24,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,1357.24,6.49995579263802%,Mar
15,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,1394,27.4441484935438%,Fev
02,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,1794,5.37590468227426%,Jan
13,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,1837.5,5.41613714285715%,Fev
13,SEGMENTO ORGANICOS,GOIABA,FRUTAS/FRUTOS - ORGANICOS,1999.88,21.6258610516631%,Mar
04,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,2175.75,37.24485533724%,Abr
02,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,2207.5,16.2140493771234%,Abr
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,2511,19.5052855436081%,Fev
05,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,2807.3,25.8694118904285%,Abr
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,3005.71,7.68342654480968%,Mar
09,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,3771.4,35.8005846635202%,Abr
02,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,5350.5,13.3400562564246%,Fev
11,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,5554.01,27.4458789235165%,Abr
09,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,6891.43,32.745462407657%,Fev
10,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,7599.4,55.0667943521857%,Abr
09,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,9083.98,31.9203086092219%,Jan
04,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,9134.4,36.7138679059379%,Jan
04,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,10138.3,41.5304946588679%,Fev
13,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,10439.5,26.9983101681115%,Jan
02,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,10610,24.4011065975495%,Mar
09,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,14608.88,32.595576115349%,Mar
05,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,21641.35,38.2628314777036%,Fev
11,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,22026.15,32.5856042022778%,Jan
11,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,22945.66,26.8106941792043%,Fev
04,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,23939.41,32.5735365240831%,Mar
05,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,24310.52,31.423274491866%,Jan
11,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,26283.64,32.6428903302587%,Mar
05,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,47093.1,25.987049334191%,Mar
10,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,67194.48,47.1147473125768%,Mar
10,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,67759.13,40.1561869817396%,Fev
10,FLV NACIONAIS,GOIABA,FRUTAS/FRUTOS,84155.78,43.1383459698193%,Jan
21,FLV NACIONAIS,GENGIBRE,TUBERCULOS,-264.6,39.287634164777%,Mar
24,FLV NACIONAIS,GENGIBRE,TUBERCULOS,99.96,-19.047619047619%,Fev
24,FLV NACIONAIS,GENGIBRE,TUBERCULOS,180.04,33.9035769828927%,Jan
23,FLV NACIONAIS,GENGIBRE,TUBERCULOS,201.5,13.7539900744417%,Fev
16,FLV NACIONAIS,GENGIBRE,TUBERCULOS,217.4,12.7344158233671%,Fev
24,FLV NACIONAIS,GENGIBRE,TUBERCULOS,229.98,-101.523275937038%,Mar
15,FLV NACIONAIS,GENGIBRE,TUBERCULOS,297,78.8883333333333%,Abr
02,FLV NACIONAIS,GENGIBRE,TUBERCULOS,331,14.8036253776435%,Mar
16,FLV NACIONAIS,GENGIBRE,TUBERCULOS,341.4,45.1357498535442%,Jan
23,FLV NACIONAIS,GENGIBRE,TUBERCULOS,418.5,30.7219665471924%,Jan
15,FLV NACIONAIS,GENGIBRE,TUBERCULOS,447,32.662192393736%,Mar
13,FLV NACIONAIS,GENGIBRE,TUBERCULOS,987.62,17.4384530487434%,Abr
21,FLV NACIONAIS,GENGIBRE,TUBERCULOS,1063.76,36.0782375723847%,Jan
21,FLV NACIONAIS,GENGIBRE,TUBERCULOS,1137.67,45.1179296280995%,Fev
13,FLV NACIONAIS,GENGIBRE,TUBERCULOS,3815.74,26.6425380135964%,Fev
13,FLV NACIONAIS,GENGIBRE,TUBERCULOS,3967.68,22.5829736773127%,Jan
11,FLV NACIONAIS,GENGIBRE,TUBERCULOS,4830.72,38.1672628510864%,Abr
09,FLV NACIONAIS,GENGIBRE,TUBERCULOS,5439.81,46.6755583375155%,Abr
13,FLV NACIONAIS,GENGIBRE,TUBERCULOS,5473.35,26.2977061580203%,Mar
04,FLV NACIONAIS,GENGIBRE,TUBERCULOS,6546.72,40.2921863162011%,Abr
05,FLV NACIONAIS,GENGIBRE,TUBERCULOS,8645.2,52.5955505945496%,Abr
10,FLV NACIONAIS,GENGIBRE,TUBERCULOS,9060,17.549385209713%,Abr
11,FLV NACIONAIS,GENGIBRE,TUBERCULOS,13487,19.8444551790613%,Jan
09,FLV NACIONAIS,GENGIBRE,TUBERCULOS,15788.35,22.2360103494031%,Jan
09,FLV NACIONAIS,GENGIBRE,TUBERCULOS,17629.3,30.9598839432081%,Fev
